"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-5693579","Homologous DNA Pairing and Strand Exchange","20/1540","38/8772",9.15710978168585e-07,2.6219101005155e-05,2.17943841697133e-05,"Dna2/Bard1/Brip1/Rpa1/Rad51ap1/Rfc4/Brca2/Exo1/Rad51/Blm/Rpa3/Rfc5/Chek1/Rad51c/Rfc3/Brca1/Topbp1/Rad51b/Xrcc2/Rad9a",20
"R-MMU-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","19/1540","35/8772",9.19072673987908e-07,2.6219101005155e-05,2.17943841697133e-05,"Dna2/Bard1/Brip1/Rpa1/Rfc4/Brca2/Exo1/Rad51/Blm/Rpa3/Rfc5/Chek1/Rad51c/Rfc3/Brca1/Topbp1/Rad51b/Xrcc2/Rad9a",19
"R-MMU-69473","G2/M DNA damage checkpoint","35/1540","91/8772",1.71199585035463e-06,4.75194523868704e-05,3.95001034036303e-05,"Cdk1/Ccnb1/Dna2/Wee1/Bard1/Brip1/H2bc4/H2afx/Rpa1/Trp53/Rfc4/Exo1/Blm/Rpa3/Rfc5/H2bc3/Chek1/Cdc25c/Babam2/H3c8/H2bc21/Rfc3/Brca1/H2bc12/Topbp1/H4c12/H3c11/H2bc14/Rad9a/Nsd2/H4c1/H2bc7/H2bc13/H4f16/H4c8",35
"R-MMU-69239","Synthesis of DNA","41/1540","115/8772",2.31236969655459e-06,6.24948336410938e-05,5.1948249969689e-05,"Ube2c/Cdc6/Dna2/Cdt1/Mcm6/Cdk2/Mcm5/Mcm7/Fzr1/Ccne2/Rpa1/Pole/Lig1/Mcm4/Mcm3/Prim1/Gins1/Mcm2/Gins2/Rfc4/Pold1/Orc4/Pola2/Gins3/Pole2/Prim2/Rpa3/Ccna2/Rfc5/Psmd3/Anapc16/Pold2/Rfc3/Orc1/Ccne1/Anapc5/Mcm8/Rps27a/Pola1/Pole4/Psmd4",41
"R-MMU-69183","Processive synthesis on the lagging strand","10/1540","13/8772",4.62646552762337e-06,0.000121830258894082,0.000101270271063497,"Dna2/Rpa1/Lig1/Prim1/Pold1/Pola2/Prim2/Rpa3/Pold2/Pola1",10
"R-MMU-110314","Recognition of DNA damage by PCNA-containing replication complex","16/1540","29/8772",5.11062663642217e-06,0.000131215338890139,0.00010907153163522,"Rad18/Dtl/Rpa1/Pole/Usp1/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Ddb1/Ube2b/Rfc3/Rps27a/Pole4",16
"R-MMU-69206","G1/S Transition","37/1540","103/8772",5.82447610221728e-06,0.000145896023340906,0.00012127471422075,"Mcm10/Cdc6/Cdc45/Wee1/Cdt1/Mcm6/Cdk2/Mcm5/Mcm7/Ccne2/Rpa1/Pole/Mcm4/Mcm3/Ppp2r1a/Prim1/Mcm2/Gmnn/Orc4/Pola2/Cdc25a/Pole2/Prim2/Rpa3/Ccna2/Psmd3/Akt3/Orc1/Ccne1/Mcm8/Cdc7/Rps27a/Cks1b/Cdkn1b/Pola1/Pole4/Psmd4",37
"R-MMU-983189","Kinesins","23/1540","52/8772",6.7876605584232e-06,0.000165974461750015,0.000137964729646146,"Tubb6/Tuba1a/Kif15/Racgap1/Kif22/Kif4/Kif20a/Kif2c/Kif18a/Kif9/Kif18b/Kif11/Klc4/Tubb4b/Tuba1c/Cenpe/Kifc1/Kif23/Kif20b/Tubb2a/Tuba1b/Kif26b/Kif21a",23
"R-MMU-606279","Deposition of new CENPA-containing nucleosomes at the centromere","29/1540","76/8772",1.56201317309226e-05,0.000364588074719488,0.000303060450568857,"Hist1h2an/Rsf1/Cenpt/Oip5/H2ac4/H2ac10/H2bc4/H2afx/Cenpn/Cenpq/Cenpk/Cenpa/H2bc3/H2ac11/Cenph/H2bc21/H2ac20/H2bc12/Mis18bp1/H4c12/Mis18a/Cenpm/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",29
"R-MMU-774815","Nucleosome assembly","29/1540","76/8772",1.56201317309226e-05,0.000364588074719488,0.000303060450568857,"Hist1h2an/Rsf1/Cenpt/Oip5/H2ac4/H2ac10/H2bc4/H2afx/Cenpn/Cenpq/Cenpk/Cenpa/H2bc3/H2ac11/Cenph/H2bc21/H2ac20/H2bc12/Mis18bp1/H4c12/Mis18a/Cenpm/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",29
"R-MMU-2559586","DNA Damage/Telomere Stress Induced Senescence","32/1540","88/8772",1.84120236022188e-05,0.000420203294210639,0.000349290085178935,"Hist1h2an/Lmnb1/H2ac4/Cdk2/H2ac10/H2bc4/H2afx/Ccne2/Trp53/H1f5/Ccna2/H2bc3/Hmga2/H2ac11/Hmga1b/H3c8/H2bc21/H2ac20/Ccne1/H2bc12/H4c12/H3c11/H2bc14/Cdkn1b/H1f2/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",32
"R-MMU-76005","Response to elevated platelet cytosolic Ca2+","40/1540","120/8772",1.96399772194304e-05,0.000438483839225109,0.000364485618420093,"Cd36/Vcl/Pcdh7/Cd9/Cd109/Tagln2/Flna/Sparc/Fn1/Actn1/Timp1/Fam3c/Abcc4/Maged2/Vegfb/Ecm1/Timp3/Lgals3bp/Tgfb2/Vegfc/Qsox1/Endod1/App/Serping1/Actg1/Gas6/Stxbp3/Tor4a/Islr/Chid1/Hgf/Prkca/Pdgfa/Tmx3/Pdgfb/Lhfpl2/Pf4/Pecam1/Pcyox1l/Psap",40
"R-MMU-69166","Removal of the Flap Intermediate","9/1540","12/8772",2.04824368968063e-05,0.000447563036021704,0.000372032616423515,"Dna2/Rpa1/Prim1/Pold1/Pola2/Prim2/Rpa3/Pold2/Pola1",9
"R-MMU-73884","Base Excision Repair","33/1540","93/8772",2.4599746325982e-05,0.00052633207243299,0.000437508646280074,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Rpa1/Pole/Lig1/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Neil3/H2bc3/H2ac11/Pold2/H3c8/H2bc21/H2ac20/Rfc3/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd/Pole4",33
"R-MMU-5693537","Resolution of D-Loop Structures","16/1540","32/8772",2.66116361346739e-05,0.000557758169598166,0.000463631297641688,"Dna2/Spidr/Eme1/Bard1/Brip1/Rad51ap1/Rtel1/Brca2/Exo1/Gen1/Rad51/Blm/Rad51c/Brca1/Rad51b/Xrcc2",16
"R-MMU-114608","Platelet degranulation ","38/1540","115/8772",3.9151963264363e-05,0.000804181325450017,0.000668468256997862,"Cd36/Vcl/Pcdh7/Cd9/Cd109/Tagln2/Flna/Sparc/Fn1/Actn1/Timp1/Fam3c/Abcc4/Maged2/Vegfb/Ecm1/Timp3/Lgals3bp/Tgfb2/Vegfc/Qsox1/Endod1/App/Serping1/Actg1/Gas6/Tor4a/Islr/Chid1/Hgf/Pdgfa/Tmx3/Pdgfb/Lhfpl2/Pf4/Pecam1/Pcyox1l/Psap",38
"R-MMU-983231","Factors involved in megakaryocyte development and platelet production","39/1540","121/8772",5.82827654783219e-05,0.00117365490482817,0.000975589737934345,"Tubb6/Tuba1a/Kif15/Zfpm2/Racgap1/Kif22/Jmjd1c/Kif4/Kif20a/Kif2c/Kif18a/Kif9/Kif18b/Kif11/Ak3/Klc4/H3c3/Ehd3/Tubb4b/Tuba1c/Cenpe/Kifc1/H3c8/Rad51c/Rac1/Cbx5/Phf21a/Kif23/Akap10/Dock11/Rad51b/Kif20b/Tubb2a/Ehd2/H3c11/Tuba1b/Kif26b/Dock2/Kif21a",39
"R-MMU-1474290","Collagen formation","29/1540","81/8772",6.236139304047e-05,0.00123163751254928,0.00102378724202067,"Plec/Mmp9/Col1a2/Crtap/Plod1/Col1a1/Lox/Col6a1/Col12a1/Bmp1/Ppib/Loxl1/Itga6/Mmp13/Loxl3/Col8a1/Serpinh1/Adamts2/P3h1/Col5a2/Pcolce/Plod2/4930486L24Rik/Loxl2/Ctsl/Lama3/Colgalt1/Col5a1/Pxdn",29
"R-MMU-2980766","Nuclear Envelope Breakdown","20/1540","48/8772",7.63177232515231e-05,0.00146921696462544,0.00122127295475963,"Cdk1/Lmnb1/Ccnb1/Ndc1/Lmna/Nup37/Plk1/Nup188/Nup93/Nup107/Ccnb2/Banf1/Nup155/Aaas/Tpr/Nup43/Lpin1/Prkca/Nup133/Nup160",20
"R-MMU-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","15/1540","31/8772",7.73876860800336e-05,0.00146921696462544,0.00122127295475963,"Dna2/Spidr/Eme1/Bard1/Brip1/Rad51ap1/Brca2/Exo1/Gen1/Rad51/Blm/Rad51c/Brca1/Rad51b/Xrcc2",15
"R-MMU-2299718","Condensation of Prophase Chromosomes","28/1540","78/8772",7.86825054083733e-05,0.00146921696462544,0.00122127295475963,"Hist1h2an/Cdk1/Ccnb1/H2ac4/H2ac10/H2bc4/H2afx/Plk1/Smc2/Ncapg2/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/Ncapd3/Smc4/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",28
"R-MMU-69002","DNA Replication Pre-Initiation","29/1540","82/8772",8.05428255083423e-05,0.00147709788923335,0.00122782390013657,"Mcm10/Cdc6/Cdc45/Cdt1/Mcm6/Cdk2/Mcm5/Mcm7/Rpa1/Pole/Mcm4/Mcm3/Prim1/Mcm2/Gmnn/Orc4/E2f2/Pola2/Pole2/Prim2/Rpa3/Psmd3/Orc1/Mcm8/Cdc7/Rps27a/Pola1/Pole4/Psmd4",29
"R-MMU-5651801","PCNA-Dependent Long Patch Base Excision Repair","11/1540","19/8772",8.94456147675111e-05,0.00161159028712691,0.00133961945662884,"Rpa1/Pole/Lig1/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Rfc3/Pole4",11
"R-MMU-5693554","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","13/1540","25/8772",9.1268201587738e-05,0.00161607660397598,0.00134334866583767,"Dna2/Bard1/Brip1/Rad51ap1/Rtel1/Brca2/Exo1/Rad51/Blm/Rad51c/Brca1/Rad51b/Xrcc2",13
"R-MMU-69273","Cyclin A/B1/B2 associated events during G2/M transition","12/1540","22/8772",9.33417148297725e-05,0.00162477866322333,0.00135058217175639,"Cdk1/Ccnb1/Wee1/Cdk2/Plk1/Ppp2r1a/Pkmyt1/Ccnb2/Cdc25a/Ccna2/Cdc25c/Cdc25b",12
"R-MMU-174411","Polymerase switching on the C-strand of the telomere","9/1540","14/8772",0.000132702580969335,0.00219815404283076,0.00182719513015502,"Prim1/Rfc4/Pold1/Pola2/Prim2/Rfc5/Pold2/Rfc3/Pola1",9
"R-MMU-69091","Polymerase switching","9/1540","14/8772",0.000132702580969335,0.00219815404283076,0.00182719513015502,"Prim1/Rfc4/Pold1/Pola2/Prim2/Rfc5/Pold2/Rfc3/Pola1",9
"R-MMU-69109","Leading Strand Synthesis","9/1540","14/8772",0.000132702580969335,0.00219815404283076,0.00182719513015502,"Prim1/Rfc4/Pold1/Pola2/Prim2/Rfc5/Pold2/Rfc3/Pola1",9
"R-MMU-211000","Gene Silencing by RNA","37/1540","117/8772",0.00013926364022618,0.00227021838908392,0.00188709794859536,"Hist1h2an/Ndc1/H2ac4/H2ac10/H2bc4/H2afx/Ago4/Nup37/Nup188/Nup93/Nup107/Tsn/Polr2g/H3c3/Nup155/Polr2d/H2bc3/H2ac11/Aaas/H3c8/Tpr/Nup43/H2bc21/H2ac20/H2bc12/H4c12/Polr2f/H3c11/Nup133/H2bc14/Nup160/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",37
"R-MMU-5578749","Transcriptional regulation by small RNAs","35/1540","109/8772",0.00014924515970859,0.00239491842219879,0.00199075369282347,"Hist1h2an/Ndc1/H2ac4/H2ac10/H2bc4/H2afx/Nup37/Nup188/Nup93/Nup107/Polr2g/H3c3/Nup155/Polr2d/H2bc3/H2ac11/Aaas/H3c8/Tpr/Nup43/H2bc21/H2ac20/H2bc12/H4c12/Polr2f/H3c11/Nup133/H2bc14/Nup160/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",35
"R-MMU-202733","Cell surface interactions at the vascular wall","35/1540","110/8772",0.000182608935660188,0.00284150571095474,0.00236197522839573,"Spn/Slc7a6/Itga5/Fn1/Col1a2/Fyn/Mertk/Cd48/Sdc2/Slc3a2/Col1a1/Slc7a8/Sdc1/Itgax/Cav1/Slc16a3/Itga6/Slc7a5/Gpc1/Glg1/Gas6/Slc16a1/Atp1b1/Bsg/Src/Tnfrsf10b/Cd44/Pik3r1/Cd84/Mif/Pf4/Pecam1/Procr/Itgav/Sos1",35
"R-MMU-8957275","Post-translational protein phosphorylation","35/1540","110/8772",0.000182608935660188,0.00284150571095474,0.00236197522839573,"Apoe/Igfbp4/Igfbp7/Fn1/Timp1/C3/Rcn1/Mxra8/Lgals1/Csf1/Sdc2/Shisa5/Golm1/Pdia6/Cdh2/Spp1/Ccn1/Mfge8/Fbn1/Tnc/Fstl1/Qsox1/Ckap4/Penk/Prss23/App/Calu/Lamb1/Gas6/Cst3/Nucb1/Fam20c/Ltbp1/Apol7e/Fuca2",35
"R-MMU-73893","DNA Damage Bypass","19/1540","47/8772",0.00018576436445795,0.00284746272087037,0.00236692693755534,"Pclaf/Rad18/Dtl/Polh/Rpa1/Pole/Usp1/Rfc4/Rev3l/Pold1/Pole2/Rpa3/Rfc5/Pold2/Ddb1/Ube2b/Rfc3/Rps27a/Pole4",19
"R-MMU-373755","Semaphorin interactions","19/1540","48/8772",0.000257470784558713,0.00385478746282118,0.00320425627258544,"Sema4a/Fyn/Trem2/Sema7a/Rhoc/Cd72/Plxna4/Rock1/Plxnd1/Rac1/Plxna1/Dpysl3/Rnd1/Sema4d/Arhgef11/Fes/Plxnc1/Dpysl2/Arhgef12",19
"R-MMU-6811434","COPI-dependent Golgi-to-ER retrograde traffic","30/1540","91/8772",0.000258987667901326,0.00385478746282118,0.00320425627258544,"Tubb6/Tuba1a/Kif15/Kdelr2/Racgap1/Kif22/Kif4/Kif20a/Kif2c/Kif18a/Kif9/Kif18b/Kif11/Klc4/Surf4/Copg1/Rint1/Rab1b/Tubb4b/Tuba1c/Cenpe/Use1/Kifc1/Kif23/Kif20b/Tubb2a/Tuba1b/Kif26b/Copz2/Kif21a",30
"R-MMU-6804756","Regulation of TP53 Activity through Phosphorylation","28/1540","83/8772",0.000266753873363033,0.00391366039919764,0.00325319385409654,"Mapk11/Dna2/Tpx2/Aurkb/Cdk2/Bard1/Brip1/Rpa1/Trp53/Aurka/Rfc4/Exo1/Blm/Rpa3/Ccna2/Rfc5/Chek1/Rfc3/Brca1/Rps27a/Topbp1/Trp53inp1/Prkag1/Rad9a/Dyrk2/Nuak1/Prkag2/Taf11",28
"R-MMU-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","11/1540","21/8772",0.00029584012321837,0.00421983064646203,0.00350769502821781,"Rpa1/Pole/Lig1/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Rfc3/Pole4",11
"R-MMU-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","11/1540","21/8772",0.00029584012321837,0.00421983064646203,0.00350769502821781,"Rpa1/Pole/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Rfc3/Rps27a/Pole4",11
"R-MMU-3301854","Nuclear Pore Complex (NPC) Disassembly","14/1540","31/8772",0.000334017930031381,0.00469912896085245,0.00390610730000649,"Cdk1/Ccnb1/Ndc1/Nup37/Nup188/Nup93/Nup107/Ccnb2/Nup155/Aaas/Tpr/Nup43/Nup133/Nup160",14
"R-MMU-176408","Regulation of APC/C activators between G1/S and early anaphase","13/1540","28/8772",0.000389895296312578,0.00540258063746072,0.00449084497205006,"Ube2c/Cdk1/Ccnb1/Fbxo5/Cdk2/Fzr1/Mad2l1/Plk1/Bub1b/Ccna2/Cdc20/Anapc16/Anapc5",13
"R-MMU-4615885","SUMOylation of DNA replication proteins","17/1540","42/8772",0.000394608369898384,0.00540258063746072,0.00449084497205006,"Ndc1/Aurkb/Top2a/Nup37/Nup188/Cdca8/Rangap1/Nup93/Nup107/Birc5/Nup155/Incenp/Aaas/Tpr/Nup43/Nup133/Nup160",17
"R-MMU-2022090","Assembly of collagen fibrils and other multimeric structures","21/1540","57/8772",0.00039980148826389,0.00540258063746072,0.00449084497205006,"Plec/Mmp9/Col1a2/Col1a1/Lox/Col6a1/Col12a1/Bmp1/Loxl1/Itga6/Mmp13/Loxl3/Col8a1/Col5a2/Pcolce/4930486L24Rik/Loxl2/Ctsl/Lama3/Col5a1/Pxdn",21
"R-MMU-110330","Recognition and association of DNA glycosylase with site containing an affected purine","22/1540","61/8772",0.000414900176024807,0.00553379845165554,0.00459991856125931,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Neil3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",22
"R-MMU-416700","Other semaphorin interactions","8/1540","13/8772",0.000493789392177378,0.00650156033033548,0.00540436163368224,"Sema4a/Trem2/Sema7a/Cd72/Plxnd1/Plxna1/Sema4d/Plxnc1",8
"R-MMU-373760","L1CAM interactions","22/1540","62/8772",0.000538114069509179,0.00699548290361932,0.00581493018483603,"Tubb6/Itga5/Tuba1a/Kif4/Egfr/Vav2/Sptbn1/Fgfr1/Ezr/Sdcbp/Tubb4b/Tuba1c/Actg1/Rac1/Ncam1/Src/Tubb2a/Tuba1b/Numb/Ap2s1/Dpysl2/Itgav",22
"R-MMU-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","35/1540","116/8772",0.000563480712074758,0.00723368364125971,0.00601293233542933,"Apoe/Igfbp4/Igfbp7/Fn1/Timp1/C3/Rcn1/Mxra8/Lgals1/Csf1/Sdc2/Shisa5/Golm1/Pdia6/Cdh2/Spp1/Ccn1/Mfge8/Fbn1/Tnc/Fstl1/Qsox1/Ckap4/Penk/Prss23/App/Calu/Lamb1/Gas6/Cst3/Nucb1/Fam20c/Ltbp1/Apol7e/Fuca2",35
"R-MMU-2132295","MHC class II antigen presentation","32/1540","104/8772",0.000656979373587507,0.00832984958857246,0.00692411009719906,"Tubb6/Ctsk/Tuba1a/Kif15/Ifi30/Racgap1/Kif22/Sec31a/Kif4/Sec24d/Kif20a/Kif2c/Kif18a/Ap1s2/Kif11/Klc4/Actr1a/Osbpl1a/Ap1m1/Ctsc/Tubb4b/Tuba1c/Ap1s3/Cenpe/Ctsh/Kif23/Tubb2a/Ctso/Tuba1b/4930486L24Rik/Ctsl/Ap2s1",32
"R-MMU-5685938","HDR through Single Strand Annealing (SSA)","14/1540","33/8772",0.000727806767743903,0.00911533598137791,0.00757703836508736,"Dna2/Bard1/Brip1/Rpa1/Rfc4/Exo1/Rad51/Blm/Rpa3/Rfc5/Rfc3/Brca1/Topbp1/Rad9a",14
"R-MMU-3000178","ECM proteoglycans","17/1540","44/8772",0.000747805699880542,0.00925296932261827,0.00769144480156144,"Bgn/Sparc/Fn1/Col1a2/Col1a1/Col6a1/Agrn/Tnc/Dcn/Itgax/Itga8/App/Dag1/Hspg2/Col5a2/Itgav/Col5a1",17
"R-MMU-171306","Packaging Of Telomere Ends","21/1540","60/8772",0.00087824047805369,0.0104177421136768,0.00865965136492789,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",21
"R-MMU-427359","SIRT1 negatively regulates rRNA expression","23/1540","68/8772",0.000878529231638872,0.0104177421136768,0.00865965136492789,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Suv39h1/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/Sirt1/H4f16/H4c8",23
"R-MMU-110331","Cleavage of the damaged purine","22/1540","64/8772",0.000882515641567558,0.0104177421136768,0.00865965136492789,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Neil3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",22
"R-MMU-73927","Depurination","22/1540","64/8772",0.000882515641567558,0.0104177421136768,0.00865965136492789,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Neil3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",22
"R-MMU-2559583","Cellular Senescence","46/1540","169/8772",0.00106309988314256,0.0124068588634933,0.0103130861869451,"Txn1/Hist1h2an/Ube2c/Mapk11/Map2k6/Lmnb1/Kdm6b/H2ac4/Rnf2/Cdk2/H2ac10/Fzr1/H2bc4/H2afx/Ccne2/Trp53/H1f5/H3c3/Ccna2/Phc3/H2bc3/Anapc16/Hmga2/H2ac11/Hmga1b/H3c8/H2bc21/H2ac20/Fos/Ccne1/Anapc5/H2bc12/Rps27a/H4c12/Ezh2/H3c11/H2bc14/Cdkn1b/H1f2/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8/Acd",46
"R-MMU-5250941","Negative epigenetic regulation of rRNA expression","23/1540","69/8772",0.00110273650213853,0.012724835816812,0.0105774015758054,"Hist1h2an/H2ac4/H2ac10/H2bc4/H2afx/Suv39h1/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/Sirt1/H4f16/H4c8",23
"R-MMU-210991","Basigin interactions","11/1540","24/8772",0.00125203004587511,0.0142565937861093,0.0118506611597752,"Spn/Slc7a6/Slc3a2/Slc7a8/Cav1/Slc16a3/Itga6/Slc7a5/Slc16a1/Atp1b1/Bsg",11
"R-MMU-1566948","Elastic fibre formation","16/1540","42/8772",0.00126868105915835,0.0142565937861093,0.0118506611597752,"Itga5/Fn1/Lox/Emilin1/Fbln5/Ltbp2/Fbn1/Tgfb2/Itga8/Loxl1/Loxl3/Efemp2/Ltbp1/Loxl2/Bmp2/Itgav",16
"R-MMU-5656169","Termination of translesion DNA synthesis","13/1540","31/8772",0.00127712427295234,0.0142565937861093,0.0118506611597752,"Pclaf/Polh/Rpa1/Pole/Rfc4/Pold1/Pole2/Rpa3/Rfc5/Pold2/Rfc3/Rps27a/Pole4",13
"R-MMU-76002","Platelet activation, signaling and aggregation","61/1540","241/8772",0.00136912372390847,0.0151192480048818,0.0125677344662113,"Cd36/Vcl/Pcdh7/Cd9/Cd109/Tagln2/Flna/Sparc/Fn1/Actn1/Col1a2/Fyn/Timp1/Fam3c/Gnb4/Abcc4/Maged2/Vegfb/Ecm1/Col1a1/Vav2/Timp3/Itpr3/Lgals3bp/Tgfb2/Pik3r3/Gng2/Vegfc/Qsox1/Endod1/Pik3r5/App/Rasgrp2/Serping1/Actg1/Gas6/Rac1/Dagla/Dgkg/Stxbp3/Tor4a/Islr/Chid1/Hgf/Src/Prkca/Pdgfa/Tmx3/Pik3r1/Pdgfb/Lhfpl2/Bcar1/Pik3r6/Dgkb/Pf4/Pecam1/Sos1/Itpr2/Pcyox1l/Gp9/Psap",61
"R-MMU-2024096","HS-GAG degradation","10/1540","21/8772",0.0014540516080606,0.0158862872497685,0.0132053287137419,"Sgsh/Sdc2/Sdc1/Agrn/Gpc6/Gpc4/Gpc1/Hspg2/Hgsnat/Naglu",10
"R-MMU-2243919","Crosslinking of collagen fibrils","9/1540","18/8772",0.00164105537720768,0.0177406723409714,0.0147467690960158,"Col1a2/Col1a1/Lox/Bmp1/Loxl1/Loxl3/Pcolce/Loxl2/Pxdn",9
"R-MMU-5358565","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)","7/1540","12/8772",0.00176340026251558,0.0188647090583698,0.0156811141765365,"Rpa1/Lig1/Pold1/Exo1/Rpa3/Pold2/Msh2",7
"R-MMU-8854518","AURKA Activation by TPX2","23/1540","72/8772",0.00209328074386206,0.0221628796283127,0.0184226878271528,"Cdk1/Tpx2/Tubg1/Tuba1a/Haus5/Akap9/Plk1/Ppp2r1a/Aurka/Cep76/Hmmr/Actr1a/Tubb4b/Cep290/Nek2/Plk4/Haus4/Tubb5/Cep72/Cep192/Haus6/Nde1/Haus7",23
"R-MMU-422475","Axon guidance","64/1540","261/8772",0.00244976223897015,0.0256725083614524,0.0213400341117593,"Tubb6/Mapk11/Itga5/Mmp9/Sema4a/Fyn/Mmp2/Trem2/Tuba1a/Epha4/Gfra2/Kif4/Sdc2/Egfr/Vav2/Sema7a/Rhoc/Col6a1/Sptbn1/Cd72/Fgfr1/Cxcl12/Plxna4/Ezr/Pik3r3/Rock1/Usp33/Slit2/Sdcbp/Tubb4b/Tuba1c/Grb10/Enah/Plxnd1/Gpc1/Dag1/Actg1/Robo1/Rac1/Plxna1/Col5a2/Dpysl3/Rnd1/Ncam1/Rps27a/Src/Tubb2a/Prkca/Tuba1b/Pik3r1/Sema4d/Arhgef11/Numb/Ap2s1/Fes/Plxnc1/Siah2/Dpysl2/Efnb2/Itgav/Gab1/Col5a1/Sos1/Arhgef12",64
"R-MMU-3700989","Transcriptional Regulation by TP53","64/1540","262/8772",0.00270072384069524,0.0278401660404481,0.0231418794227473,"Txn1/Btg2/Mapk11/Map2k6/Cdk1/Ccnb1/E2f8/Dna2/Tpx2/E2f7/Aurkb/G6pdx/Cdk2/Bard1/Brip1/Ccne2/Rpa1/Ddit4/Rragd/Trp53/Ppp2r1a/Aurka/Txnrd1/Casp2/Pip4k2a/Rfc4/Rragc/Polr2g/Prelid1/Sgk1/Exo1/Blm/Rpa3/Polr2d/Prmt5/Ccna2/Rfc5/Prelid3a/Chek1/Akt3/Cdc25c/Ccnt2/Smyd2/Rfc3/Steap3/Ccne1/Brca1/Rps27a/Topbp1/Zfp420/Polr2f/Trp53inp1/Prkag1/Cdkn1b/Rad9a/Gtf2h3/Sesn1/Eloc/Dyrk2/Rragb/Nuak1/Prkag2/Ccng1/Taf11",64
"R-MMU-1433557","Signaling by SCF-KIT","14/1540","37/8772",0.00271082434668433,0.0278401660404481,0.0231418794227473,"Mmp9/Fyn/Kitl/Fer/Grap2/Pik3r3/Grb10/Chek1/Rac1/Src/Prkca/Pik3r1/Fes/Sos1",14
"R-MMU-212300","PRC2 methylates histones and DNA","24/1540","78/8772",0.00296288605594711,0.0301275641530464,0.025043257856937,"Hist1h2an/Dnmt1/H2ac4/H2ac10/H2bc4/H2afx/Phf19/H3c3/H2bc3/H2ac11/H3c8/H2bc21/H2ac20/H2bc12/H4c12/Ezh2/H3c11/H2bc14/H2afz/H4c1/H2bc7/H2bc13/H4f16/H4c8",24
"R-MMU-1538133","G0 and Early G1","8/1540","16/8772",0.00299871582360974,0.0301929524592863,0.025097611279128,"Cdk2/Ccne2/Rbl1/Rbl2/Ccna2/E2f4/Tfdp1/Ccne1",8
